3593285 0
 507298 1
     52 10
     36 11
     26 12
     21 13
     17 14
     18 15
     17 16
     19 17
     12 18
      1 19
  74890 2
  15886 3
   2210 4
    354 5
    174 6
     98 7
    103 8
     79 9
