30	2
31	2
32	4
33	5
34	3
35	609
36	746
37	848
38	1014
39	1162
40	1363
41	1523
42	1829
43	2141
44	2329
45	2639
46	2984
47	3337
48	3775
49	4215
50	4672
51	5101
52	5633
53	5975
54	6720
55	7143
56	7785
57	8168
58	9016
59	9638
60	10408
61	11078
62	11699
63	12609
64	13363
65	13991
66	14911
67	15748
68	16459
69	17324
70	18288
71	18573
72	19288
73	19972
74	20730
75	21382
76	21802
77	22447
78	23315
79	23935
80	24620
81	24700
82	25443
83	25751
84	25818
85	26043
86	26536
87	26661
88	27073
89	26982
90	27157
91	27054
92	26856
93	26571
94	26633
95	26320
96	25904
97	25702
98	25161
99	25251
100	24985
101	24376
102	23994
103	23457
104	22838
105	22364
106	21424
107	21092
108	20248
109	19816
110	18826
111	18554
112	18007
113	17017
114	16539
115	15766
116	15057
117	14348
118	13620
119	13271
120	12765
121	12103
122	11510
123	11102
124	10215
125	9603
126	9301
127	8966
128	8489
129	7913
130	7690
131	7342
132	6924
133	6491
134	6154
135	6060
136	5588
137	5312
138	5080
139	4852
140	4556
141	4311
142	4085
143	3866
144	3645
145	3563
146	3402
147	3172
148	3041
149	2827
150	2633
151	2547
152	2414
153	2281
154	2189
155	2040
156	1973
157	1927
158	1801
159	1729
160	1657
161	1612
162	1492
163	1426
164	1277
165	1196
166	1216
167	1196
168	1120
169	1052
170	1005
171	985
172	913
173	835
174	845
175	779
176	724
177	767
178	695
179	650
180	632
181	539
182	589
183	571
184	502
185	503
186	525
187	451
188	467
189	410
190	374
191	412
192	367
193	334
194	338
195	310
196	323
197	311
198	301
199	255
200	250
201	278
202	269
203	245
204	224
205	211
206	205
207	213
208	186
209	177
210	180
211	174
212	163
213	154
214	140
215	125
216	124
217	125
218	118
219	131
220	127
221	122
222	135
223	93
224	96
225	94
226	83
227	98
228	91
229	78
230	92
231	91
232	78
233	61
234	72
235	71
236	61
237	71
238	71
239	59
240	70
241	67
242	55
243	56
244	45
245	41
246	41
247	56
248	36
249	34
250	34
251	33
252	43
253	36
254	43
255	39
256	26
257	24
258	32
259	24
260	25
261	27
262	26
263	21
264	22
265	20
266	24
267	20
268	19
269	20
270	16
271	21
272	19
273	17
274	14
275	14
276	17
277	19
278	16
279	11
280	13
281	10
282	13
283	15
284	7
285	13
286	7
287	12
288	17
289	11
290	4
291	8
292	11
293	8
294	10
295	7
296	4
297	13
298	7
299	5
300	5
301	5
302	8
303	7
304	4
305	8
306	9
307	5
308	4
309	4
310	7
311	5
312	5
313	7
314	2
315	7
316	4
317	7
318	6
319	3
320	3
321	1
322	5
323	5
324	5
325	5
326	3
327	5
328	4
329	3
330	5
331	3
332	4
333	1
334	2
335	1
336	2
337	4
338	2
339	1
340	3
341	5
342	1
343	3
344	1
345	4
346	4
347	3
348	1
349	2
350	3
351	2
352	2
353	2
354	4
355	2
356	2
357	3
359	3
360	1
361	1
362	4
363	2
364	3
365	2
366	4
367	2
368	2
372	3
373	3
374	1
375	4
379	2
382	4
383	1
384	1
385	1
386	2
387	1
391	1
394	3
400	3
403	1
406	2
417	1
418	1
422	2
423	1
425	1
428	1
431	1
434	1
436	1
439	1
444	1
447	1
454	4
461	1
463	1
468	2
471	1
475	1
477	1
479	1
480	1
481	1
488	1
