30	132650
31	125700
32	118529
33	117219
34	108473
35	99769
36	95644
37	87551
38	79689
39	75727
40	68263
41	61269
42	60751
43	54403
44	48642
45	46033
46	40654
47	36471
48	34093
49	30281
50	26895
51	25069
52	22080
53	19733
54	17935
55	16132
56	14463
57	13563
58	11731
59	10639
60	9622
61	8447
62	7465
63	6809
64	6433
65	5691
66	5389
67	4717
68	4060
69	3749
70	3516
71	3178
72	2827
73	2504
74	2195
75	2002
76	1714
77	1529
78	1549
79	1318
80	1137
81	1057
82	987
83	800
84	840
85	765
86	617
87	586
88	542
89	422
90	426
91	418
92	338
93	330
94	297
95	260
96	247
97	230
98	185
99	165
100	162
101	160
102	131
103	116
104	102
105	115
106	81
107	80
108	76
109	64
110	49
111	49
112	49
113	45
114	33
115	51
116	33
117	27
118	30
119	29
120	28
121	20
122	14
123	19
124	19
125	17
126	12
127	13
128	18
129	14
130	13
131	5
132	7
133	11
134	5
135	4
136	7
137	4
138	1
139	7
140	5
141	7
142	2
143	4
144	2
145	2
146	2
148	1
149	3
150	2
151	1
152	3
153	2
154	2
155	1
159	2
163	2
164	1
165	2
166	2
