30	29
31	23
32	34
33	28
34	42
35	662
36	796
37	894
38	1082
39	1243
40	1431
41	1616
42	1909
43	2220
44	2422
45	2752
46	3103
47	3455
48	3898
49	4318
50	4788
51	5207
52	5745
53	6088
54	6830
55	7260
56	7929
57	8275
58	9104
59	9717
60	10541
61	11194
62	11801
63	12739
64	13453
65	14085
66	15011
67	15827
68	16524
69	17387
70	18371
71	18662
72	19376
73	20033
74	20782
75	21432
76	21853
77	22487
78	23366
79	23967
80	24683
81	24696
82	25438
83	25759
84	25824
85	26037
86	26580
87	26686
88	27023
89	26974
90	27122
91	27034
92	26814
93	26514
94	26577
95	26270
96	25864
97	25650
98	25121
99	25172
100	24932
101	24278
102	23908
103	23372
104	22731
105	22296
106	21327
107	21019
108	20159
109	19740
110	18733
111	18491
112	17920
113	16937
114	16472
115	15697
116	14993
117	14295
118	13559
119	13191
120	12696
121	12036
122	11430
123	11063
124	10165
125	9566
126	9231
127	8900
128	8429
129	7867
130	7643
131	7328
132	6899
133	6450
134	6109
135	6024
136	5552
137	5283
138	5042
139	4812
140	4515
141	4278
142	4054
143	3852
144	3625
145	3535
146	3391
147	3139
148	3016
149	2810
150	2613
151	2514
152	2400
153	2261
154	2164
155	2025
156	1955
157	1910
158	1780
159	1713
160	1637
161	1602
162	1476
163	1410
164	1266
165	1180
166	1210
167	1188
168	1112
169	1042
170	997
171	978
172	893
173	827
174	840
175	771
176	722
177	760
178	686
179	647
180	621
181	538
182	587
183	565
184	495
185	497
186	518
187	442
188	464
189	403
190	364
191	407
192	360
193	334
194	335
195	303
196	321
197	308
198	291
199	251
200	249
201	272
202	268
203	239
204	223
205	210
206	200
207	211
208	183
209	175
210	177
211	170
212	164
213	153
214	138
215	123
216	122
217	121
218	117
219	130
220	126
221	120
222	132
223	94
224	95
225	94
226	81
227	98
228	91
229	78
230	91
231	88
232	76
233	60
234	66
235	69
236	61
237	68
238	69
239	56
240	70
241	66
242	55
243	56
244	45
245	40
246	40
247	53
248	40
249	34
250	36
251	26
252	42
253	36
254	43
255	39
256	24
257	24
258	31
259	24
260	24
261	26
262	25
263	20
264	21
265	20
266	24
267	20
268	19
269	20
270	15
271	21
272	19
273	16
274	14
275	14
276	16
277	19
278	14
279	10
280	13
281	10
282	10
283	15
284	6
285	13
286	7
287	12
288	17
289	11
290	4
291	9
292	11
293	8
294	10
295	7
296	4
297	13
298	7
299	5
300	5
301	5
302	8
303	7
304	4
305	8
306	9
307	5
308	4
309	4
310	7
311	5
312	5
313	7
314	2
315	7
316	3
317	7
318	5
319	3
320	3
321	1
322	5
323	5
324	5
325	5
326	3
327	5
328	4
329	3
330	5
331	3
332	4
333	1
334	2
335	1
336	2
337	4
338	2
339	1
340	3
341	5
342	1
343	3
344	1
345	4
346	4
347	3
348	1
349	1
350	3
351	2
352	2
353	2
354	4
355	2
356	2
357	3
359	3
360	1
361	1
362	4
363	2
364	3
365	2
366	4
367	2
368	2
372	3
373	2
374	1
375	4
379	2
382	4
383	1
384	1
385	1
386	2
387	1
391	1
394	3
400	3
403	1
406	2
417	1
418	1
422	2
423	1
425	1
428	1
431	1
434	1
436	1
439	1
444	1
447	1
454	4
461	1
463	1
468	2
471	1
475	1
477	1
479	1
480	1
481	1
