14	8
15	110
16	909
17	438545
18	417408
19	389749
20	359546
21	325896
22	291214
23	260130
24	229141
25	200586
26	173452
27	150515
28	128858
29	120178
30	103291
31	88144
32	75419
33	64060
34	55483
35	47038
36	40194
37	34058
38	28863
39	24695
40	21074
41	18035
42	15252
43	13026
44	11152
45	9551
46	8035
47	6994
48	5957
49	5014
50	4392
51	3907
52	3397
53	2970
54	2480
55	2185
56	1786
57	1613
58	1357
59	1161
60	1064
61	837
62	779
63	652
64	573
65	540
66	413
67	367
68	323
69	247
70	244
71	221
72	182
73	152
74	143
75	112
76	100
77	125
78	86
79	67
80	62
81	59
82	44
83	46
84	39
85	21
86	49
87	31
88	17
89	17
90	22
91	16
92	13
93	9
94	6
95	10
96	10
97	8
98	4
99	5
100	6
101	5
102	7
103	2
104	3
105	3
106	2
107	3
108	1
109	4
110	1
111	1
112	2
113	1
115	1
116	1
118	1
119	3
120	1
123	1
126	2
127	1
144	1
