30	16
31	13
32	24
33	19
34	26
35	173
36	214
37	247
38	270
39	283
40	284
41	330
42	390
43	450
44	435
45	415
46	500
47	509
48	528
49	601
50	584
51	619
52	622
53	679
54	646
55	682
56	751
57	773
58	807
59	758
60	798
61	820
62	839
63	912
64	903
65	953
66	988
67	959
68	1101
69	1052
70	1059
71	1046
72	1108
73	1106
74	1174
75	1174
76	1186
77	1178
78	1236
79	1236
80	1229
81	1262
82	1268
83	1292
84	1295
85	1296
86	1299
87	1362
88	1352
89	1257
90	1371
91	1416
92	1325
93	1379
94	1432
95	1359
96	1316
97	1356
98	1378
99	1355
100	1316
101	1392
102	1291
103	1238
104	1310
105	1211
106	1224
107	1133
108	1158
109	1087
110	1083
111	1103
112	1035
113	980
114	921
115	1036
116	957
117	925
118	905
119	872
120	833
121	834
122	772
123	757
124	679
125	662
126	673
127	618
128	576
129	578
130	509
131	494
132	507
133	433
134	412
135	467
136	436
137	382
138	399
139	341
140	376
141	306
142	307
143	281
144	288
145	277
146	252
147	214
148	225
149	237
150	217
151	190
152	204
153	182
154	176
155	157
156	160
157	169
158	159
159	131
160	144
161	102
162	102
163	103
164	107
165	126
166	100
167	114
168	107
169	106
170	87
171	92
172	74
173	81
174	74
175	70
176	71
177	51
178	55
179	61
180	56
181	58
182	52
183	43
184	45
185	51
186	40
187	28
188	45
189	39
190	31
191	38
192	48
193	34
194	27
195	33
196	26
197	20
198	24
199	19
200	21
201	29
202	20
203	25
204	12
205	11
206	18
207	23
208	10
209	16
210	13
211	16
212	12
213	14
214	15
215	11
216	10
217	11
218	13
219	14
220	14
221	8
222	5
223	10
224	13
225	11
226	4
227	4
228	3
229	6
230	6
231	4
232	9
233	5
234	3
235	3
236	3
237	5
238	4
239	4
240	3
241	5
242	2
243	5
244	1
245	4
247	1
248	4
249	3
250	2
251	1
252	6
253	3
254	3
255	2
256	2
258	1
259	1
260	3
261	2
263	2
264	3
267	3
268	1
269	2
271	2
273	1
274	2
275	3
276	1
278	2
284	1
285	2
294	2
296	1
297	1
301	2
305	1
307	1
308	1
313	1
318	1
319	1
322	1
326	1
330	1
331	1
367	1
