30	438855
31	417642
32	389867
33	359587
34	325962
35	291279
36	260143
37	229169
38	200610
39	173458
40	150531
41	128767
42	120182
43	103316
44	88169
45	75427
46	64085
47	55503
48	47050
49	40192
50	34088
51	28871
52	24704
53	21082
54	18026
55	15271
56	13021
57	11149
58	9563
59	8033
60	7000
61	5956
62	5016
63	4393
64	3909
65	3398
66	2971
67	2477
68	2188
69	1784
70	1612
71	1360
72	1160
73	1066
74	836
75	779
76	653
77	572
78	540
79	414
80	367
81	323
82	247
83	243
84	221
85	183
86	152
87	143
88	112
89	100
90	125
91	86
92	67
93	62
94	59
95	44
96	46
97	39
98	21
99	49
100	31
101	17
102	17
103	22
104	16
105	13
106	9
107	6
108	10
109	10
110	8
111	4
112	5
113	6
114	5
115	7
116	2
117	3
118	3
119	2
120	3
121	1
122	4
123	1
124	1
125	2
126	1
128	1
129	1
131	1
132	3
133	1
136	1
139	2
140	1
157	1
