tip	date	distance	residual
CIT21_2015	2015.1616438356164	11025.365023022012	0.41932099481164187
BB20_2011	2011.5	11021.203379186394	-0.08245187797729159
I-340_1995	1995.5	11005.20337918638	-0.09019866218295647
I-160_1961	1961.5	10971.203379186405	-0.10666057856724365
I-280_1983	1983.5	10993.20337918637	-0.09600875033720513
BB9_1990	1990.5	11000.203379186374	-0.09261953224995523
CIT43_2015	2015.1616438356164	11025.365023022012	0.41932099481164187
BB10_2012	2012.5	11022.20337918639	-0.081967703968985
I-136_1959	1959.5	10969.203379186412	-0.10762892658385681
BB1_1973	1973.5	10983.203379186367	-0.1008504904621077
BB7_1980	1980.5	10990.203379186369	-0.0974612723748578
CIIMS-BH-2_2016	2016.1475409836066	11026.35092017	0.41979834058656706
2007BM-1_2007	2007.8602739726027	11018.063653158988	0.415785861261611
BL_2012	2012.5	11022.20337918639	-0.081967703968985
I-194_1965	1965.5	10975.203379186392	-0.10472388253219833
I-338_1993	1993.5	11003.203379186376	-0.09116701021230256
C-573_2014	2014.5	11024.20337918639	-0.08099935594509589
C-554_2012	2012.5382513661202	11022.741630552511	0.4180508163499326
C-572_2014	2014.5	11024.20337918639	-0.08099935594509589
C-558_2013	2013.2082191780821	11023.411598364473	0.4183751973523613
C-570_2014	2014.5	11024.20337918639	-0.08099935594509589
KIV-L_2014	2014.5	11024.20337918639	-0.08099935594509589
F2-06-6_2006	2006.5	11016.203379186398	-0.08487274803337641
Brm-1252-10-Geo_2010	2010.5	11020.203379186398	-0.08293605198559817
BB8_1991	1991.5	11001.203379186376	-0.09213535823619168
MY1483-09_2009	2011.5	11021.203379186394	-0.08245187797729159
UK29-05_2005	2005.5	11015.203379186396	-0.08535692204713996
SKN25_2015	2015.9698630136986	11026.173242200093	0.4197123135327274
F3-02_2002	2002.5	11012.203379186387	-0.08680944409206859
F10-05-2_2005	2005.5	11015.203379186394	-0.08535692204895895
Reference	1960.875	10971.036712519684	0.35137014595420624
2011TE2103111_2011	2011.5	11021.203379186394	-0.08245187797729159
CNGB290_1996	1996.5	11006.20337918638	-0.08971448817101191
CNGB1120_2006	2006.5	11016.203379186398	-0.08487274803337641
CNGB1076_2006	2006.5	11016.203379186398	-0.08487274803337641
F1-06B10_2006	2006.5	11016.203379186398	-0.08487274803337641
UK22-04_2004	2004.5	11014.203379186394	-0.08584109606090351
NIPH-Bru11_2010	2010.5	11020.203379186398	-0.08293605198559817
BwIM-SOM-36a_2014	2014.5	11024.20337918639	-0.08099935594509589
NIPH-Bru1_2005	2005.5	11015.203379186394	-0.08535692204895895
UK19-04_2005	2005.5	11015.203379186394	-0.08535692204895895
NIPH-Bru24_2012	2012.5	11022.20337918639	-0.081967703968985
NIPH-Bru46_2016	2016.5	11026.203379186394	-0.08003100791756879
UK14-06_2006	2006.5	11016.203379186398	-0.08487274803337641
UK23-06_2006	2006.5	11016.203379186398	-0.08487274803337641
Uk24-06_2006	2006.5	11016.203379186398	-0.08487274803337641
