tip	date	distance	residual
Babortus-2308_1940	2014.8849315068494	4557.0899203969475	7.275957614183426E-12
2011TE2168711_2011	2011.5	4553.5191560981475	-0.15458276675781235
2011TE117111_2011	2011.5	4553.5191560981475	-0.15458276675781235
2013TE1500311_2013	2013.5	4555.5191560981475	-0.17304696617975424
2011TE1179311_2011	2011.5	4553.5191560981475	-0.15458276675781235
2011TE629912_2011	2011.5	4553.5191560981475	-0.15458276675781235
2011TE605711_2011	2011.5	4553.5191560981475	-0.15458276675781235
2011TE683911_2011	2011.5	4553.5191560981475	-0.15458276675781235
2016TE600811_2016	2016.5	4558.5191560981475	-0.20074326531084807
2011TE199511_2011	2011.5	4553.5191560981475	-0.15458276675781235
Human-CT-US-1995_1995	1995.5	4537.5191560981475	-0.006869171390462725
Ether-VerB_Unknown	2014.3808219178081	4556.899978015956	0.31882119804868125
JessSample	1394.6164383561643	3937.135594454312	6.040547784111368
2011TE447411_2011	2011.5	4553.5191560981475	-0.15458276675781235
2013TE1501911_2013	2013.5	4555.5191560981475	-0.17304696617975424
2017TE307211_2017	2017.5	4559.5191560981475	-0.20997536502181902
BRUC101_Unknown	2015.8602739726027	4558.3794300707505	0.30516274916226394
BwIM-MAR-25_2016	2016.5	4558.5191560981475	-0.20074326531084807
KayBMel	1387.5	3917.5191560981475	-6.393752547401164
UK3-06_2006	2006.5	4548.5191560981475	-0.10842226820568612
NCTC8334_1900or1951	1925.5	4467.5191560981475	0.6393778083456709
64-150_1964	1964.5	4506.5191560981475	0.2793259196350846
CIIMS-PH-3_2016	2016.1584699453551	4558.677626043503	0.30240977420817217
66-59_1966	1966.5	4508.5191560981475	0.2608617202149617
BB7_1980	1980.5	4522.5191560981475	0.13161232426773495
BB17_2010	2010.5	4552.5191560981475	-0.1453506670477509
I-216_1970	1970.5	4512.5191560981475	0.2239333213728969
I-349_1999	1999.5	4541.5191560981475	-0.043797570232527505
20236_2012	2012.4153005464482	4554.934456644596	0.33696708733259584
B15_2018	2018.3704337899544	4560.847923221435	0.24032203677143116
CIT43_2015	2015.1616438356164	4557.680799933763	0.3116125722463039
CIT21_2015	2015.1616438356164	4557.680799933763	0.3116125722463039
BB20_2011	2011.5	4553.5191560981475	-0.15458276675781235
BB9_1990	1990.5	4532.5191560981475	0.039291327162573
I-340_1995	1995.5	4537.5191560981475	-0.006869171390462725
I-280_1983	1983.5	4525.5191560981475	0.10391602513573162
BB1_1973	1973.5	4515.5191560981475	0.19623702224089357
Brucellamelitensis-043_Unknown	2013.021917808219	4555.541073906366	0.3313667362845081
I-136_1959	1959.5	4501.5191560981475	0.3254864181881203
BB4_1957	1957.5	4499.5191560981475	0.3439506176091527
I-338_1993	1993.5	4535.5191560981475	0.011595028030569665
NI_2007	2007.5	4549.5191560981475	-0.11765436791574757
BL_2012	2012.5	4554.5191560981475	-0.1638148664687833
I-194_1965	1965.5	4507.5191560981475	0.2700938199250231
548_1948	1948.6748633879781	4491.194019486125	0.92542515876994
Brm-1252-10-Geo_2010	2010.5	4552.5191560981475	-0.1453506670477509
C-568_2014	2014.5	4556.5191560981475	-0.18227906588981568
F2-06-6_2006	2006.5	4548.5191560981475	-0.10842226820568612
C-570_2014	2014.5	4556.5191560981475	-0.18227906588981568
CIIMS-BH-2_2016	2016.1475409836066	4558.666697081754	0.30251067147219146
2007BM-1_2007	2007.8602739726027	4550.3794300707505	0.379019546845484
