# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Jan 05 11:23:39 EST 2022 [seed=1641399818326]
# -threads 32 ST11BeastTest.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2249000	-27766.23171456391	-500.0884973113341	-27266.143217252575	2507.723848370698	-490.72384837069785	7855.752844075837	169.66095976717423	0.48786216686623624	2.297828429809937	0.3266307310706781	0.2147379963390092	2.188296648785703	0.48464402712844373	21.243434238470858	1.7351164311258375E-4	1.735116431125837E-4	-27266.143217252575	0.0	-289.54945526966895
2250000	-27763.65093668438	-500.78724391971605	-27262.863692764662	2521.2981222514422	-504.29812225144224	7928.816832963152	145.454206693389	0.5122788599224716	2.297828429809937	0.32979544819661333	0.2147379963390092	2.1607152386035327	0.48464402712844373	22.672056738266452	1.698370751429304E-4	1.6983707514293036E-4	-27262.863692764662	0.0	-311.6294988867356
2251000	-27765.44082361568	-509.9566960695986	-27255.484127546082	2489.702996956225	-472.702996956225	7914.7844245246715	164.02141866733123	0.5122788599224716	2.217441004338937	0.32979544819661333	0.19766838806944492	2.221569927405386	0.5212463720671544	23.565366223105904	1.7107747063145623E-4	1.7107747063145628E-4	-27255.484127546082	0.0	-300.43316171879957
2252000	-27761.603591850635	-511.5971709648782	-27250.00642088576	2539.5869980315647	-522.5869980315647	8032.574714553122	137.25418529690648	0.5122788599224716	2.2116122467688957	0.32979544819661333	0.20349714563948626	2.221569927405386	0.5212463720671544	23.44791161797546	1.7413385547073695E-4	1.741338554707369E-4	-27250.00642088576	0.0	-329.029609724109
2253000	-27765.321650913156	-509.9011617150385	-27255.420489198117	2546.7293180414226	-529.7293180414226	8021.467739336419	136.86821025823238	0.5949951760129227	2.281932986151112	0.29130061045171585	0.21056132412370251	2.1317894328307188	0.4894204704298355	23.44791161797546	1.6432711255987418E-4	1.643271125598741E-4	-27255.420489198117	0.0	-327.82846486487733
2254000	-27759.47978557172	-508.3237401452607	-27251.156045426458	2516.711793406533	-499.71179340653316	7989.923143583708	151.36808171153407	0.5949951760129227	2.2900764981330117	0.28315709846981635	0.21056132412370251	2.1317894328307188	0.4894204704298355	22.424412480991432	1.671833913061421E-4	1.671833913061421E-4	-27251.156045426458	0.0	-313.7699459975731
2255000	-27777.10625919891	-506.3571644541441	-27270.749094744766	2412.1102794475073	-395.1102794475073	7782.095290753915	156.65228378068775	0.5027546745501712	2.405938019852181	0.3044660315076235	0.21056132412370251	2.0868594795364936	0.4894204704298355	21.78573520358114	1.7991503716543458E-4	1.799150371654346E-4	-27270.749094744766	0.0	-307.68231483436597
2256000	-27768.906152992193	-507.9751569739156	-27260.930996018276	2613.805641653489	-596.8056416534891	8187.417836737496	152.5888511014178	0.5027546745501712	2.4125842322917053	0.2924916156174412	0.22253574001388485	2.0802132670969695	0.4894204704298355	22.01119361837308	1.6891058451374414E-4	1.6891058451374416E-4	-27260.930996018276	0.0	-312.9869417251793
2257000	-27768.417353254	-514.8950447604109	-27253.52230849359	2493.5482819235644	-476.54828192356445	7926.350526092559	134.49731287681902	0.5027546745501712	2.4125842322917053	0.2626959680096558	0.22253574001388485	2.0873001527139556	0.5121292324206346	26.78935419904824	1.699842514173617E-4	1.6998425141736162E-4	-27253.52230849359	0.0	-328.4582622707756
2258000	-27761.271486482343	-518.0625323894487	-27243.208954092894	2734.649215715543	-717.649215715543	8438.7939519484	146.28473350943332	0.5027546745501712	2.4125842322917053	0.2626959680096558	0.22253574001388485	2.1222027658828466	0.4772266192517435	26.78935419904824	1.6524026320060637E-4	1.6524026320060634E-4	-27243.208954092894	0.0	-319.83673145500745
2259000	-27763.82080026921	-519.4819816505251	-27244.338818618686	2608.123758702857	-591.1237587028568	8250.542663761742	146.40887018518225	0.5190169835293219	2.3963219233125543	0.27029733336467454	0.22253574001388485	2.1146014005278277	0.4772266192517435	27.055394336681353	1.683451333226517E-4	1.6834513332265167E-4	-27244.338818618686	0.0	-320.58486554015377
2260000	-27768.62799396971	-518.328417584655	-27250.299576385052	2602.5588306751342	-585.5588306751342	8233.041275815212	147.557362784421	0.5190169835293219	2.3963219233125543	0.2808916566977694	0.21194141668078997	2.1146014005278277	0.4772266192517435	26.88295299599074	1.6834744544939488E-4	1.683474454493949E-4	-27250.299576385052	0.0	-318.62955017998104
2261000	-27774.24131200356	-510.94762704008735	-27263.29368496347	2879.9275316034978	-862.9275316034978	8812.413219256814	141.30270930713658	0.5713242673386933	2.2055907925387253	0.24576260421552015	0.21194141668078997	2.2114618372155226	0.5539190820107556	20.277028746926597	1.5923425880369838E-4	1.592342588036984E-4	-27263.29368496347	0.0	-330.7598646739298
2262000	-27772.62518608178	-537.9232169996715	-27234.701969082107	2652.0962689872467	-635.0962689872467	8547.884231080487	155.81505495220787	0.5713242673386933	2.2744456120641647	0.24576260421552015	0.21194141668078997	2.225907073350485	0.4706190263503539	29.329611850262708	1.5452169697356075E-4	1.5452169697356067E-4	-27234.701969082107	0.0	-325.20012949065523
2263000	-27762.948187697046	-516.0971623604152	-27246.85102533663	2628.9594982082067	-611.9594982082067	8287.694954595621	149.2661898103291	0.5881289852081828	2.2544408590474525	0.24576260421552015	0.21514145182801286	2.187081002134045	0.5094450975667939	25.5952537310394	1.6147201596101006E-4	1.6147201596101012E-4	-27246.85102533663	0.0	-317.336804373303
2264000	-27773.8089285779	-517.5658382991602	-27256.24309027874	2657.4729238293776	-640.4729238293776	8468.494277840784	164.68804119015905	0.5881289852081828	2.266900976035491	0.24576260421552015	0.1909260990435402	2.187081002134045	0.5212003333632284	22.48435842662378	1.5792965003093347E-4	1.5792965003093342E-4	-27256.24309027874	0.0	-309.62810552217087
2265000	-27763.03629055841	-531.040501032601	-27231.995789525812	2717.5543544124807	-700.5543544124807	8619.212690365224	157.42927560249254	0.5458241197210068	2.266900976035491	0.24576260421552015	0.1909260990435402	2.2293858676212213	0.5212003333632284	26.84288838950293	1.5549306498266062E-4	1.554930649826606E-4	-27231.995789525812	0.0	-321.65826724219164
2266000	-27766.01781722355	-524.6096984865062	-27241.408118737043	2701.9987609628224	-684.9987609628224	8600.833695389067	163.81258400240844	0.5388156316996109	2.266900976035491	0.252771092236916	0.1909260990435402	2.2293858676212213	0.5212003333632284	24.904905132316664	1.5676291299429002E-4	1.5676291299428997E-4	-27241.408118737043	0.0	-312.7069248509366
2267000	-27759.068449872448	-513.3733845262309	-27245.695065346215	2675.3765322693084	-658.3765322693084	8360.80167537676	149.67163036353259	0.5388156316996109	2.216804662964675	0.252771092236916	0.2410224121143561	2.2293858676212213	0.5212003333632284	24.904905132316664	1.6470369445175008E-4	1.6470369445175002E-4	-27245.695065346215	0.0	-315.54394218135974
2268000	-27765.54699806202	-512.2336219829904	-27253.31337607903	2548.808932255444	-531.8089322554438	8108.488828799405	161.51162710545998	0.5159222157865441	2.216804662964675	0.252771092236916	0.2048954446960389	2.286762590053538	0.5228439942622956	23.454892339285983	1.6501888496345902E-4	1.6501888496345894E-4	-27253.31337607903	0.0	-305.48693229471723
2269000	-27765.241801230208	-512.840517697233	-27252.401283532974	2485.4560801316784	-468.4560801316784	7931.476673375533	154.47777264652106	0.6104206961699578	2.216804662964675	0.252771092236916	0.2048954446960389	2.1906653776740694	0.5244427262583505	23.228446561827116	1.671037412095452E-4	1.6710374120954515E-4	-27252.401283532974	0.0	-313.5759347889807
2270000	-27762.453191102373	-508.3195530465639	-27254.13363805581	2475.3874611113997	-458.3874611113997	7842.089229700619	142.6816025789619	0.6178915886662556	2.2213786558825483	0.2481970993190426	0.19614398276897368	2.191945947104837	0.5244427262583505	24.215743196834108	1.712117545550763E-4	1.7121175455507624E-4	-27254.13363805581	0.0	-318.84145838172554
2271000	-27773.81172707811	-509.3866390284297	-27264.42508804968	2344.214396206264	-327.21439620626415	7652.859133928229	144.4750085866832	0.6178915886662556	2.3298905020042024	0.2481970993190426	0.19614398276897368	2.107433651025922	0.5004431762156113	24.215743196834108	1.73971065734639E-4	1.7397106573463904E-4	-27264.42508804968	0.0	-318.1062132345172
2272000	-27761.489298605993	-518.2990233193087	-27243.190275286684	2564.2129756482313	-547.2129756482313	8123.473184171065	152.2870222763366	0.542931257130686	2.3444216958845083	0.3231574308546122	0.19614398276897368	2.107433651025922	0.4859119823353054	28.00810621925118	1.6712889728650896E-4	1.6712889728650896E-4	-27243.190275286684	0.0	-311.64546779270677
2273000	-27762.04976868179	-509.4693930721775	-27252.580375609614	2440.7221483205008	-423.72214832050076	7832.650452550584	150.53200314250006	0.542931257130686	2.3444216958845083	0.3231574308546122	0.19614398276897368	2.107433651025922	0.4859119823353054	24.26260325439151	1.7151082262350267E-4	1.7151082262350267E-4	-27252.580375609614	0.0	-312.0449764731481
2274000	-27763.164848097975	-511.95182401326576	-27251.213024084707	2478.660081800688	-461.6600818006882	7884.755657435629	139.12411687043212	0.5335969535879171	2.3444216958845083	0.332491734397381	0.19614398276897368	2.107433651025922	0.4859119823353054	25.598537542315785	1.7218133684803152E-4	1.7218133684803152E-4	-27251.213024084707	0.0	-323.2505658851231
2275000	-27768.983374886375	-513.0038930929304	-27255.979481793445	2589.5811187073878	-572.5811187073878	8065.4246438518485	150.7692060530386	0.5335969535879171	2.3444216958845083	0.30259353935020455	0.22604217781615013	2.107433651025922	0.4859119823353054	28.41549799257758	1.6518805561105605E-4	1.65188055611056E-4	-27255.979481793445	0.0	-307.0809802272706
2276000	-27764.977644247614	-513.4079540549824	-27251.56969019263	2519.0560753399614	-502.05607533996135	7954.853726876144	149.51998268053455	0.5335969535879171	2.2898497385563763	0.30259353935020455	0.22604217781615013	2.107433651025922	0.5404839396634374	27.202298232634217	1.7623633884248236E-4	1.762363388424823E-4	-27251.56969019263	0.0	-311.05176886869765
2277000	-27770.842228773112	-518.0273028096584	-27252.814925963452	2447.4568113837836	-430.4568113837836	7937.195447622235	143.50930486344262	0.5578795727041262	2.331690118200292	0.23647054059007974	0.22604217781615013	2.107433651025922	0.5404839396634374	25.986319255069308	1.6782476139483334E-4	1.6782476139483345E-4	-27252.814925963452	0.0	-324.2069714108711
2278000	-27763.952074105302	-515.8604146470149	-27248.09165945829	2516.943151543918	-499.9431515439178	7977.649249226598	160.39458595291651	0.5628283759779933	2.2044164499793206	0.27929491397723316	0.2101337036965212	2.2028426167055013	0.5404839396634374	27.008793958174103	1.7154609506552922E-4	1.7154609506552925E-4	-27248.09165945829	0.0	-303.0649521755668
2279000	-27770.228982936507	-510.9838589611742	-27259.24512397533	2533.1279279239275	-516.1279279239275	8081.892119108792	165.2915803760979	0.5628283759779933	2.2044164499793206	0.27929491397723316	0.2217382775918067	2.2028426167055013	0.528879365768152	23.29324566122332	1.6700783444611718E-4	1.6700783444611718E-4	-27259.24512397533	0.0	-300.761190692277
2280000	-27766.32477638685	-514.497949945938	-27251.826826440913	2513.3831623083565	-496.38316230835653	8069.745196479498	143.92347996466185	0.5628283759779933	2.2530481357412318	0.24961983158695938	0.2244634235223716	2.1838860133338636	0.526154219837587	25.047436069922018	1.6430048265159408E-4	1.6430048265159402E-4	-27251.826826440913	0.0	-322.16629736688515
2281000	-27759.47537356413	-512.1376777295163	-27247.337695834616	2692.7177090944474	-675.7177090944474	8404.101799467333	156.42524508123282	0.5628283759779933	2.249350655776487	0.25782312710975613	0.21139415479205614	2.2296910932142047	0.4889125931295094	22.84307009023204	1.6327442489659288E-4	1.6327442489659283E-4	-27247.337695834616	0.0	-311.6901114246928
2282000	-27763.11029337673	-512.7719532034191	-27250.338340173308	2573.9094724356128	-556.9094724356128	8156.640910265786	151.08219440925285	0.5062115055110352	2.2787915992243533	0.25782312710975613	0.21139415479205614	2.217696210889891	0.5280834024729152	22.84307009023204	1.648832514590964E-4	1.6488325145909644E-4	-27250.338340173308	0.0	-317.6748726103297
2283000	-27767.402392419535	-524.3256579664757	-27243.07673445306	2763.422936112438	-746.422936112438	8526.923116443826	134.8337212008367	0.5062115055110352	2.2787915992243533	0.25782312710975613	0.21139415479205614	2.217696210889891	0.5280834024729152	26.758766811572862	1.6486305812920166E-4	1.6486305812920168E-4	-27243.07673445306	0.0	-337.6070353070499
2284000	-27762.519194186043	-515.2946103996105	-27247.224583786432	2583.1320375934306	-566.1320375934306	8198.104631030006	153.6071790975188	0.5591715483615207	2.310425335113079	0.25782312710975613	0.21139415479205614	2.1647361680394055	0.4964496665841893	24.37548922945301	1.6517417055330791E-4	1.6517417055330797E-4	-27247.224583786432	0.0	-314.60013903863666
2285000	-27767.389262782497	-516.1188671593084	-27251.27039562319	2434.9774590155084	-417.97745901550843	7877.540478058045	135.31854417825687	0.5591715483615207	2.2861712306111532	0.25372703724033296	0.21139415479205614	2.187613681109133	0.5019223478858108	23.88589496879209	1.671741127482117E-4	1.671741127482117E-4	-27251.27039562319	0.0	-334.70345222327916
2286000	-27763.37139585061	-509.7049561106537	-27253.666439739955	2455.3478984680078	-438.34789846800777	7777.329155054765	148.312825265509	0.5501512511288839	2.29519152784379	0.2912832815747272	0.21139415479205614	2.1500574367747385	0.5019223478858108	27.124796297971958	1.7069911462788286E-4	1.7069911462788286E-4	-27253.666439739955	0.0	-308.7899604018523
2287000	-27766.569362752816	-490.52973366410004	-27276.039629088715	2521.2350044297546	-504.23500442975455	7856.8729766418355	128.4788380889118	0.5424154602144796	2.29519152784379	0.2801708805517696	0.20099873517987496	2.1500574367747385	0.5311659594353538	17.41200411957817	1.7324196944017934E-4	1.7324196944017937E-4	-27276.039629088715	0.0	-328.8384469728507
2288000	-27763.822198081998	-511.22631779778396	-27252.595880284214	2420.0478399896465	-403.0478399896465	7594.518060652926	135.87908130415144	0.5424154602144796	2.314840896837156	0.2801708805517696	0.20099873517987496	2.1304080677813726	0.5311659594353538	30.529394093192423	1.788919144307115E-4	1.788919144307115E-4	-27252.595880284214	0.0	-315.8695229587065
2289000	-27768.459823471698	-515.4035957625857	-27253.056227709112	2371.674736562521	-354.67473656252105	7512.282998067688	152.48751104530808	0.5424154602144796	2.314840896837156	0.2801708805517696	0.20099873517987496	2.1304080677813726	0.5311659594353538	29.55188787681531	1.7842297753672192E-4	1.7842297753672186E-4	-27253.056227709112	0.0	-305.4074863488119
2290000	-27766.740875187108	-523.0332898754584	-27243.70758531165	2418.005783317039	-401.005783317039	7725.665435858885	146.81900538643248	0.5478217593433546	2.3106283617659615	0.26075078035138727	0.1998049711221939	2.142138727597272	0.5388553998198369	29.55188787681531	1.749249499357639E-4	1.7492494993576391E-4	-27243.70758531165	0.0	-318.71854264704507
2291000	-27762.84373447972	-518.9155568331428	-27243.928177646576	2369.7777116672955	-352.77771166729553	7585.697632530084	142.47516347959183	0.5478217593433546	2.2194114756675614	0.30300508368422546	0.1998049711221939	2.191101310362834	0.5388553998198369	29.750677898857216	1.7296187412649855E-4	1.729618741264986E-4	-27243.928177646576	0.0	-318.5829478575981
2292000	-27767.645894389334	-511.4602581719867	-27256.185636217346	2425.073193139203	-408.0731931392029	7747.326101357163	142.82577617376361	0.5478217593433546	2.2150146680772207	0.30300508368422546	0.1998049711221939	2.1954981179531745	0.5388553998198369	24.090763746353225	1.676053917081319E-4	1.6760539170813195E-4	-27256.185636217346	0.0	-322.1366786667537
2293000	-27763.391847252165	-507.6634761410388	-27255.728371111127	2578.3773024385796	-561.3773024385796	8074.934983694458	156.58378542764027	0.5478217593433546	2.2150146680772207	0.30300508368422546	0.1998049711221939	2.1954981179531745	0.5388553998198369	21.88789701790574	1.6913719613333123E-4	1.6913719613333123E-4	-27255.728371111127	0.0	-308.9365022093683
2294000	-27766.53580573696	-520.0096613393604	-27246.526144397598	2525.0096613720852	-508.00966137208525	8004.195841690666	151.93621711094767	0.5478217593433546	2.210378422551409	0.30622074626638063	0.20444121664800582	2.192282455371019	0.5388553998198369	27.289887326128163	1.6358855306123526E-4	1.6358855306123526E-4	-27246.526144397598	0.0	-315.1949305594992
2295000	-27761.57568717108	-521.375310565765	-27240.200376605317	2467.9188833425337	-450.9188833425337	7940.051663532261	145.95444137530723	0.5474925101835457	2.213332197324318	0.3035962206532803	0.20444121664800582	2.192282455371019	0.5388553998198369	27.289887326128163	1.68100348158732E-4	1.68100348158732E-4	-27240.200376605317	0.0	-322.4993985080095
2296000	-27778.45884126582	-519.159878365436	-27259.298962900382	2674.7654893414183	-657.7654893414183	8226.943972584939	141.3681954503987	0.5866966913484786	2.213332197324318	0.26439203948834744	0.20444121664800582	2.2374884616412642	0.49364939354959214	29.31177718687876	1.676790129492254E-4	1.676790129492253E-4	-27259.298962900382	0.0	-320.8006743316884
2297000	-27762.109544202474	-507.6553127408969	-27254.45423146158	2457.066918835056	-440.0669188350562	7686.498182677086	145.9795370478338	0.5417325569441039	2.2582963317286926	0.26439203948834744	0.20444121664800582	2.210130032580348	0.5210078226105082	27.602332632050853	1.798591977803803E-4	1.7985919778038028E-4	-27254.45423146158	0.0	-308.0316186140716
2298000	-27760.537487575337	-520.0682450068182	-27240.469242568517	2528.5412864924633	-511.5412864924633	7920.638844025338	143.33172522996227	0.5417325569441039	2.260337964867123	0.248957804253706	0.20444121664800582	2.210130032580348	0.5344004247067191	31.47696377687488	1.71057711284323E-4	1.7105771128432296E-4	-27240.469242568517	0.0	-315.41079139029125
2299000	-27760.41629439212	-503.4094310532063	-27257.006863338913	2449.1385314943755	-432.13853149437546	7767.32597229838	153.07437390680843	0.5417325569441039	2.304978217687691	0.248957804253706	0.22759670009146804	2.2098794886889457	0.46685523233409093	23.682975218093798	1.751633650375427E-4	1.7516336503754266E-4	-27257.006863338913	0.0	-304.5700092914255
2300000	-27768.985425543004	-512.9780182247289	-27256.007407318273	2464.57373285819	-447.57373285818994	7729.527315870686	141.65368792428768	0.5417325569441039	2.304978217687691	0.248957804253706	0.22759670009146804	2.2098794886889457	0.46685523233409093	29.044308392865897	1.71152877774481E-4	1.7115287777448102E-4	-27256.007407318273	0.0	-314.8833780205186
2301000	-27765.9296250483	-508.5257682914962	-27257.403856756802	2566.4993378159847	-549.4993378159847	7949.483807313205	137.45991519003917	0.48435770224537067	2.297048734586001	0.25961713485108767	0.22759670009146804	2.2098794886889457	0.5215002395371328	25.376725289655436	1.7088061178252136E-4	1.708806117825213E-4	-27257.403856756802	0.0	-321.93941087978345
2302000	-27772.327999759244	-507.5446305126352	-27264.78336924661	2614.414402136422	-597.4144021364218	8040.236613663108	155.84243973422804	0.48435770224537067	2.2880836191752425	0.2578076547404095	0.2294061802021462	2.2343773847463675	0.5059674588904699	24.306285583121557	1.6908396180672337E-4	1.690839618067234E-4	-27264.78336924661	0.0	-304.72652618796633
2303000	-27765.153242498076	-508.12902793475865	-27257.024214563316	2542.1507692546907	-525.1507692546907	7990.0316178799485	148.84064379279673	0.48435770224537067	2.30076537445818	0.2578076547404095	0.2294061802021462	2.2343773847463675	0.49328570360753204	22.86179000113019	1.7139502850830067E-4	1.713950285083006E-4	-27257.024214563316	0.0	-315.18181438461113
2304000	-27765.71091533996	-514.8026671412634	-27250.9082481987	2533.7745384511736	-516.7745384511736	7913.243484670707	138.58741490149256	0.4976823371108266	2.1989381070418474	0.346310287291286	0.20137486292367865	2.2343773847463675	0.5213170208859996	27.25060318117502	1.687594249737067E-4	1.687594249737067E-4	-27250.9082481987	0.0	-323.3679933241408
2305000	-27767.684799090483	-506.0504780307395	-27261.634321059744	2464.442735025098	-447.44273502509805	7753.3469648114915	146.89803484378078	0.4976823371108266	2.1989381070418474	0.346310287291286	0.20137486292367865	2.2343773847463675	0.5213170208859996	24.783596092797456	1.7421968826302896E-4	1.74219688263029E-4	-27261.634321059744	0.0	-311.1977191625446
2306000	-27766.149579514047	-500.0127982656251	-27266.13678124842	2356.503942601894	-339.50394260189387	7555.106118623149	141.8893751122789	0.5308650354973384	2.1989381070418474	0.3273720096632203	0.18854563760159904	2.230745344550962	0.5235338656450383	20.710835519397108	1.8189451869347374E-4	1.8189451869347377E-4	-27266.13678124842	0.0	-318.25626815222284
2307000	-27764.40049638602	-502.5495284379711	-27261.85096794805	2413.7072822427654	-396.70728224276536	7606.475773340665	137.27703644455286	0.5215615012408934	2.2222969463822557	0.3273720096632203	0.22348002406601164	2.181755653002586	0.5235338656450383	24.55612429641915	1.786119932122848E-4	1.7861199321228484E-4	-27261.85096794805	0.0	-317.74287775625993
2308000	-27767.080703486314	-505.2232088411208	-27261.85749464519	2384.160258948083	-367.1602589480831	7582.189412721595	153.32432026634126	0.5215615012408934	2.2222969463822557	0.30379337942981044	0.22348002406601164	2.181755653002586	0.5471124958784481	24.55612429641915	1.8241597586204127E-4	1.824159758620413E-4	-27261.85749464519	0.0	-304.33263375363583
2309000	-27771.563505610182	-506.3667404755934	-27265.196765134588	2465.399777068649	-448.3997770686492	7751.493790645925	150.80275571467484	0.5107470605644215	2.2843901805036584	0.24813333335325483	0.18607418608071646	2.270466313401722	0.5001889260962322	24.55612429641915	1.7409555629745966E-4	1.7409555629745963E-4	-27265.196765134588	0.0	-308.0657262527817
2310000	-27767.04766899425	-509.45662373951086	-27257.59104525474	2619.2723922182763	-602.2723922182763	8126.822366102948	145.05278931879855	0.5059632571314827	2.2663265214487938	0.24813333335325483	0.20413784513558128	2.270466313401722	0.504972729529171	24.55612429641915	1.7603112388211718E-4	1.7603112388211723E-4	-27257.59104525474	0.0	-316.84261682412927
2311000	-27770.87657381793	-513.747218919627	-27257.129354898305	2468.321176274807	-451.32117627480693	7917.456053179205	145.4720684487765	0.5059632571314827	2.2663265214487938	0.24813333335325483	0.20413784513558128	2.270466313401722	0.504972729529171	24.55612429641915	1.6905066760080742E-4	1.690506676008074E-4	-27257.129354898305	0.0	-320.8132364654268
2312000	-27767.593652908985	-519.5881718872558	-27248.00548102173	2538.1901394815586	-521.1901394815586	8065.69967508418	153.5790422972469	0.5059632571314827	2.2663265214487938	0.32506953536099026	0.21507819340803153	2.1825897631215363	0.504972729529171	27.850462827445913	1.676072937877051E-4	1.676072937877052E-4	-27248.00548102173	0.0	-311.95868230180383
2313000	-27756.947949347534	-514.9635805760288	-27241.984368771504	2802.0585487649987	-785.0585487649987	8636.938276746032	161.1149185866891	0.5416289209594901	2.2663265214487938	0.2557269699188856	0.21507819340803153	2.2162666647356337	0.504972729529171	23.17338712790017	1.5756689870977746E-4	1.5756689870977735E-4	-27241.984368771504	0.0	-309.2084412546073
2314000	-27765.03317221572	-510.90830115899854	-27254.124871056723	2490.0342687834277	-473.0342687834277	7877.37238035686	154.64433199004827	0.5455589656609514	2.2780902880093308	0.2759200820584117	0.17706405070683592	2.2301576505958423	0.49320896296863387	25.566427101257382	1.6607331435283506E-4	1.6607331435283506E-4	-27254.124871056723	0.0	-306.8180262356746
2315000	-27774.23242941387	-506.9401437207786	-27267.292285693093	2621.6303994320406	-604.6303994320406	8040.363605542939	156.4310897642003	0.5455589656609514	2.2940628045828344	0.2759200820584117	0.194128301487129	2.2130933998155493	0.47723644639513	25.484626134684056	1.7732511872378784E-4	1.7732511872378784E-4	-27267.292285693093	0.0	-301.0866380549695
2316000	-27764.46110279347	-494.5731859633763	-27269.887916830092	2438.5925644038457	-421.5925644038457	7556.717575148935	147.32726381231194	0.5455589656609514	2.2458009845357894	0.2759200820584117	0.194128301487129	2.2613552198625944	0.47723644639513	23.56901431765223	1.8073621810115644E-4	1.8073621810115644E-4	-27269.887916830092	0.0	-301.6741701950999
2317000	-27766.551588361694	-503.0535156588521	-27263.49807270284	2391.9479033629304	-374.94790336293045	7519.821746543287	136.25566223329366	0.5548715024068004	2.1839013480327076	0.3034662723546378	0.17457101935952282	2.2715999652443513	0.5115898926019856	25.8849393330583	1.81174673093379E-4	1.81174673093379E-4	-27263.49807270284	0.0	-316.5939640079938
2318000	-27767.24553387276	-496.6803030982247	-27270.565230774533	2430.419517594716	-413.4195175947161	7674.222391331687	140.17274791887633	0.5548715024068004	2.1839013480327076	0.2811408378429925	0.19689645387116814	2.2746392205217223	0.5085506373246148	19.772485792888293	1.8018653834865955E-4	1.8018653834865953E-4	-27270.565230774533	0.0	-318.5210792763996
2319000	-27763.97479837289	-506.90989478699464	-27257.064903585895	2571.552907400977	-554.5529074009769	7994.822857317328	143.5597468268682	0.5596039393380888	2.1839013480327076	0.2811408378429925	0.19617987881549698	2.2626692715295085	0.5165047244412111	25.264748641959123	1.7805634057510374E-4	1.780563405751038E-4	-27257.064903585895	0.0	-314.36481894285185
2320000	-27761.550731809704	-505.9555147947725	-27255.595217014932	2650.7107248932975	-633.7107248932975	8106.701297721511	143.5597468268682	0.5762297518106826	2.2089859265501444	0.24890606880340532	0.19617987881549698	2.2385429144701754	0.5311554595501009	26.08159746349063	1.679607746744307E-4	1.6796077467443076E-4	-27255.595217014932	0.0	-311.8747955806776
2321000	-27762.20020209332	-503.0000191459545	-27259.200182947367	2441.582600515391	-424.5826005153908	7631.88594558412	134.5686845593869	0.5762297518106826	2.2295608580346964	0.24890606880340532	0.20714676218919847	2.2472997606976834	0.4908567984643393	25.49211187354058	1.8363712083862432E-4	1.8363712083862427E-4	-27259.200182947367	0.0	-318.97465003591856
2322000	-27760.510644789098	-498.95501459778893	-27261.55563019131	2489.048072243935	-472.04807224393517	7757.3065354894225	149.47828139730453	0.5762297518106826	2.2986620132624314	0.24890606880340532	0.21707851305007927	2.1781986054699485	0.48092504760345844	23.035076196406827	1.7338036140353952E-4	1.7338036140353952E-4	-27261.55563019131	0.0	-305.0275399687141
2323000	-27762.588179767175	-506.17629634729866	-27256.411883419878	2606.4643773321463	-589.4643773321463	8079.5464881212165	149.44987341933253	0.5007744191939478	2.2986620132624314	0.32436140142014	0.21707851305007927	2.1781986054699485	0.48092504760345844	24.556127473437243	1.675025180791465E-4	1.6750251807914643E-4	-27256.411883419878	0.0	-309.2643423624213
2324000	-27762.025638066152	-495.9879749394887	-27266.037663126663	2548.860977907406	-531.8609779074059	7877.46991530866	157.66053251237287	0.5410657615256699	2.2986620132624314	0.24727425591979424	0.21707851305007927	2.2225592697821916	0.4733601864598391	21.397835251121773	1.745757281091729E-4	1.7457572810917284E-4	-27266.037663126663	0.0	-297.1267310404318
2325000	-27764.394995013317	-510.27288819750277	-27254.122106815816	2590.4786269203905	-573.4786269203905	8015.092952528344	154.31781382912433	0.5410657615256699	2.2986620132624314	0.23205119363849108	0.21707851305007927	2.2225592697821916	0.4885832487411423	25.972288147318302	1.702615667152841E-4	1.7026156671528408E-4	-27254.122106815816	0.0	-305.63718112440995
2326000	-27769.31906867254	-517.6427897747644	-27251.676278897776	2573.3591481410062	-556.3591481410062	8096.992131878851	167.76816765976668	0.5410657615256699	2.2986620132624314	0.23205119363849108	0.21707851305007927	2.2225592697821916	0.4885832487411423	26.230405847233623	1.6400905674705484E-4	1.640090567470548E-4	-27251.676278897776	0.0	-299.10096596242727
2327000	-27763.41998518582	-525.5089375467952	-27237.911047639027	2718.813886501989	-701.8138865019891	8554.397182842518	147.98736152190966	0.5862525422683849	2.2986620132624314	0.23205119363849108	0.20221319651560746	2.1637197964359745	0.5171012578791163	26.87118191118257	1.5545979113168202E-4	1.5545979113168205E-4	-27237.911047639027	0.0	-325.5187266472943
2328000	-27765.38823440959	-517.5392982106581	-27247.848936198934	2735.081671522505	-718.0816715225051	8632.715942755029	151.6620856790846	0.5862525422683849	2.298025884575211	0.2789586721495056	0.20284932520282792	2.11681231792496	0.5171012578791163	22.10367558956935	1.5348967446515355E-4	1.534896744651535E-4	-27247.848936198934	0.0	-323.42514161007455
