30	1
32	2
33	1
35	160
36	193
37	220
38	246
39	273
40	265
41	317
42	369
43	440
44	401
45	406
46	479
47	490
48	503
49	576
50	572
51	600
52	603
53	657
54	629
55	670
56	738
57	759
58	796
59	751
60	773
61	818
62	824
63	908
64	898
65	936
66	979
67	951
68	1080
69	1034
70	1044
71	1032
72	1098
73	1109
74	1168
75	1180
76	1197
77	1166
78	1217
79	1242
80	1231
81	1261
82	1270
83	1296
84	1290
85	1303
86	1309
87	1371
88	1353
89	1270
90	1371
91	1424
92	1340
93	1409
94	1438
95	1384
96	1322
97	1389
98	1381
99	1369
100	1328
101	1418
102	1305
103	1256
104	1330
105	1227
106	1252
107	1158
108	1182
109	1104
110	1087
111	1127
112	1060
113	998
114	948
115	1049
116	984
117	928
118	929
119	895
120	861
121	836
122	791
123	776
124	701
125	672
126	686
127	640
128	588
129	590
130	516
131	505
132	522
133	441
134	421
135	472
136	458
137	392
138	405
139	353
140	379
141	330
142	316
143	295
144	290
145	285
146	249
147	222
148	236
149	250
150	227
151	200
152	215
153	191
154	185
155	163
156	165
157	176
158	165
159	135
160	150
161	106
162	107
163	108
164	109
165	132
166	103
167	114
168	115
169	109
170	91
171	93
172	77
173	83
174	73
175	70
176	74
177	52
178	58
179	68
180	58
181	59
182	58
183	44
184	53
185	53
186	44
187	28
188	47
189	41
190	36
191	40
192	49
193	35
194	28
195	33
196	28
197	22
198	27
199	19
200	22
201	29
202	20
203	25
204	13
205	11
206	21
207	22
208	10
209	17
210	13
211	16
212	12
213	15
214	17
215	12
216	12
217	12
218	14
219	14
220	14
221	9
222	5
223	10
224	13
225	11
226	4
227	4
228	3
229	6
230	6
231	4
232	9
233	5
234	3
235	3
236	3
237	5
238	4
239	4
240	5
241	6
242	2
243	5
244	2
245	3
247	1
248	4
249	3
250	2
251	1
252	6
253	3
254	3
255	2
256	2
258	1
259	1
260	3
261	2
263	2
264	3
267	3
268	1
269	2
271	2
273	1
274	2
275	3
276	1
278	2
284	1
285	2
289	1
294	2
296	1
297	1
301	2
305	1
307	1
308	1
309	1
313	1
318	1
319	1
322	1
326	1
330	1
331	1
367	1
