tip	date	distance	residual
Reference	2001.9890410958903	0.0026689535423504735	-4.3368086899420177E-19
00-2529-3_2000	2000.5	0.002658047357649527	-9.777689395656756E-6
2016TE600811_2016	2016.5	0.0026965875576495267	1.6636636486779075E-5
2011TE199511_2011	2011.5	0.002657683257649527	-1.8478327851481798E-5
Human-CT-US-1995_1995	1995.5	0.002640342057649527	-2.3693653733917672E-5
2011TE683811_2011	2011.5	0.002687184557649527	1.1022972148518224E-5
2011TE684411_2011	2011.5	0.002701511157649527	2.5349572148518264E-5
2011TE199411_2011	2011.5	0.0026861516576495268	9.990072148518148E-6
2013TE254711_2013	2013.5	0.0026333221576495267	-4.4355162116177516E-5
Ether-VerA_Unknown	2016.8822	0.0025475489576495267	-1.3269162033120426E-4
JessSample	1394.6164383561643	0.002295233757649527	8.65879480039973E-5
2011TE116911_2011	2011.5	0.0026715809576495267	-4.5806278514818645E-6
2013TE1501611_2013	2013.5	0.002696453357649527	1.8776037883822677E-5
2011TE2168711_2011	2011.5	0.002675007557649527	-1.15402785148171E-6
2015TE1184511_2015	2015.3205479452056	0.0026714725576495266	-7.584495566712382E-6
2011TE1178211_2011	2011.5	0.002663678657649527	-1.2482927851481702E-5
2011TE1179111_2011	2011.5	0.002635234757649527	-4.0926827851481534E-5
2011TE1179311_2011	2011.5	0.002618259257649527	-5.790232785148151E-5
2011TE1184211_2011	2011.5	0.002672185257649527	-3.976327851481793E-6
2011TE684011_2011	2011.5	0.0026548992576495268	-2.126232785148183E-5
2013TE1502811_2013	2013.5	0.002651275457649527	-2.6401862116177174E-5
2013TE1500311_2013	2013.5	0.002650586357649527	-2.7090962116177106E-5
2011TE447811_2011	2011.5	0.002689956457649527	1.3794872148518468E-5
2013TE1500511_2013	2013.5	0.002675505857649527	-2.171462116177386E-6
2017TE307211_2017	2017.5	0.002732000957649527	5.129216935443161E-5
2015TE2627011_2015	2015.5	0.0027354251576495268	5.623210361912698E-5
UK31-99_1999	1999.5	0.002731838657649527	6.477147773669128E-5
BRUC101_Unknown	2015.8602739726027	0.002727857157649527	4.839106381665124E-5
BwIM-MAR-25_2016	2016.5	0.002795295957649527	1.1534503648677951E-4
KayBMel	1375.5	0.002110498757649527	-8.365933167831397E-5
