30	143052
31	135669
32	127610
33	125737
34	116717
35	106892
36	102696
37	93947
38	85442
39	81098
40	73357
41	65813
42	62695
43	56292
44	50178
45	47519
46	41888
47	37498
48	35252
49	31204
50	27509
51	26076
52	22836
53	20134
54	18553
55	16662
56	14865
57	13947
58	12116
59	11015
60	10026
61	8696
62	7710
63	7112
64	6421
65	5658
66	5519
67	4776
68	4136
69	3868
70	3565
71	3209
72	2884
73	2552
74	2229
75	2048
76	1755
77	1559
78	1569
79	1352
80	1159
81	1054
82	1027
83	848
84	849
85	791
86	623
87	611
88	529
89	429
90	438
91	420
92	316
93	336
94	299
95	248
96	244
97	235
98	179
99	160
100	150
101	154
102	132
103	123
104	101
105	116
106	85
107	75
108	72
109	65
110	57
111	46
112	47
113	48
114	34
115	44
116	30
117	27
118	28
119	27
120	36
121	18
122	13
123	17
124	22
125	10
126	12
127	11
128	22
129	11
130	14
131	7
132	8
133	9
134	6
135	6
136	6
137	3
138	3
139	6
140	3
141	8
142	2
143	3
144	3
145	4
146	2
147	1
148	1
149	3
150	2
151	1
152	2
153	2
154	1
155	1
158	1
159	2
161	1
163	1
164	1
165	2
166	2
170	1
