30	456185
31	433490
32	404789
33	372368
34	337495
35	301138
36	268264
37	236083
38	206588
39	178249
40	154768
41	132230
42	119593
43	102778
44	87749
45	75043
46	63790
47	55136
48	46648
49	39989
50	33922
51	28833
52	24776
53	20987
54	17963
55	15281
56	12956
57	11041
58	9514
59	8046
60	6991
61	6023
62	5013
63	4418
64	3862
65	3340
66	2924
67	2451
68	2201
69	1779
70	1597
71	1338
72	1159
73	1057
74	847
75	789
76	654
77	569
78	533
79	428
80	367
81	334
82	254
83	242
84	213
85	190
86	148
87	145
88	117
89	103
90	117
91	85
92	77
93	59
94	58
95	46
96	46
97	35
98	24
99	48
100	33
101	19
102	16
103	23
104	16
105	13
106	11
107	7
108	10
109	9
110	8
111	5
112	6
113	8
114	5
115	9
116	2
117	3
118	1
119	2
120	3
121	1
122	4
123	1
124	2
125	2
126	1
127	2
128	1
129	1
131	1
132	2
133	1
136	1
139	2
140	1
152	1
