2013TE1352811_2013	2013
2013TE1500311_2013	2013
2013TE1500511_2013	2013
2013TE1501611_2013	2013
2013TE1501911_2013	2013
2013TE1502111_2013	2013
2013TE1502811_2013	2013
2013TE1502911_2013	2013
2013TE254711_2013	2013
2014TE1651012_2014	2014-07-09
2014TE1651017_2014	2014-07-09
2015CB2220119_2015	2015-03-22
2015CB3742120_2015	2015-05-21
2015CB3742127_2015	2015-05-21
2015IS2529114_2015	2015-04-14
2015IS2533111_2015	2015-04-14
2015IS2547111_2015	2015-04-14
2015IS256619_2015	2015-04-14
2015IS3088130_2015	2015-04-29
2015IS3088136_2015	2015-04-29
2015IS3088142_2015	2015-04-29
2015IS341317_2015	2015-04-30
2015IS368118_2015	2015-04-30
2015IS508818_2015	2015-05-06
2015IS594717_2015	2015-07-22
2015IS604318_2015	2015-07-24
2015TE1184311_2015	2015-04-28
2015TE1184511_2015	2015-04-28
2015TE1184711_2015	2015-04-28
2015TE1184712_2015	2015-04-28
2015TE1184913_2015	2015-04-28
2015TE1614211_2015	2015-04-24
2015TE1614212_2015	2015-04-24
2015TE1616512_2015	2015-04-24
2015TE1617311_2015	2015-04-24
2015TE1618111_2015	2015-04-24
2015TE1618911_2015	2015-05-05
2015TE1619411_2015	2015-05-05
2015TE1620011_2015	2015-06-01
2015TE2182411_2015	2015-06-16
2015TE2182511_2015	2015-07-07
2015TE2627011_2015	2015
2016CB126517_2016	2016-02-23
2016TE1727011_2016	2016-06-16
2016TE1727111_2016	2016-07-06
2016TE600811_2016	2016
2016TE634411_2016	2016
2016TE70312_2015	2015-12-22
2016TE70511_2015	2016-12-22
2017TE307211_2017	2017
20236_2012	2012-06-01
43_Unknown	?
548_1948	1948-09-04
64-150_1964	1964
66-59_1966	1966
ADMAS-G1_2013	2013-03
ATCC23457_Unknown	?
B115_1962	1962
B115_Unknown	?
B15_2018	2018-05
B29_2018	2018-06
B7_2016	2016-10
B9_2018	2018-02
Babortus-2308_1940	2014-11-20
BB10_2012	2012
BB1_1973	1973
BB15_2010	2010
BB17_2010	2010
BB18_2013	2013
BB19_2011	2011
BB20_2011	2011
BB2_1957	1957
BB3_1980	1980
BB4_1957	1957
BB5_2012	2012
BB6_1963	1963
BB7_1980	1980
BB8_1991	1991
BB9_1990	1990
BCB028_1956	1956-02
BCB033_2006	2006-11
BG2-S27_2008	2008
BL_2012	2012
BmIND1_2007	2007-08-10
BMM-13-15_2015	2015-05-26
BMM13-15_2015	2015-05-26
BMM15-15_2015	2015-06-11
BMM-19-15_2015	2015-08-03
BMM26-15_2015	2015-10-23
BmWS93_2015	2015-08-11
Brm-1252-10-Geo_2010	2010
Brm-1268-11-Geo_2011	2011
Brm-1771-12-Geo_2012	2012
BRUC048_Unknown	2015-11-11
BRUC101_Unknown	2015-11-11
Brucellamelitensis-043_Unknown	2013-01-09
Brucellamelitensisbiovar_8	2018-05-23
BwIM-AFG-63_2016	2016
BwIM-ALB-46_2015	2015
BwIM-BGR-21_2016	2016
BwIM-IRN-28_2015	2015
BwIM-IRN-37_2015	2015
BwIM-IRQ-11_2014	2014
BwIM-IRQ-32_2014	2014
BwIM-IRQ-43_2015	2015
BwIMITA-45_2015	2015
BwIM-ITA-55_2016	2016
BwIM-JOR-13_2015	2015
BwIM-KWT-42_2016	2016
BwIM-MAR-25_2016	2016
BwIM-SAU-09_2015	2015
BwIM-SOM-36a_2014	2014
BwIM-SOM-36b_2014	2014
BwIM-SYR-01_2015	2015
BwIM-SYR-04_2015	2015
BwIM-SYR-05_2015	2015
BwIM-SYR-07_2015	2015
BwIM-SYR-08_2016	2016
BwIM-SYR-10_2016	2016
BwIM-SYR-14_2015	2015
BwIM-SYR-23_2016	2016
BwIM-SYR-26_2015	2015
BwIM-SYR-31_2015	2015
BwIM-SYR-34_2015	2015
BwIM-SYR-41_2016	2016
BwIM-SYR-53_2015	2015
BwIM-TKM-56_2015	2015
BwIM-TUR-02_2016	2016
BwIM-TUR-03_2014	2014
BwIM-TUR-17_2014	2014
BwIM-TUR-19_2014	2014
BwIM-TUR-24_2015	2015
BwIM-TUR-27_2015	2015
BwIM-TUR-30_2014	2014
BwIM-TUR-38_2015	2015
BwIM-TUR-39_2014	2014
BwIM-TUR-40_2014	2014
BwIM-TUR-51_2014	2014
BwIM-TUR-5_2014	2014
BwIM-TUR-59_2014	2014
BwIM-TUR-60_2014	2014
BwIM-XXX-12_2015	2015
BwIM-XXX-22_2015	2015
BwIM-XXX-54_2015	2015
BY38_2013	2013
C-554_2012	2012-07-16
C-555_2012	2012-07-18
C-558_2013	2013-03-18
C-567_2014	2014
C-568_2014	2014
C-569_2014	2014
C-570_2014	2014
C-571_2014	2014
C-572_2014	2014
C-573_2014	2014
CIIMS-BH-2_2016	2016-02-24
CIIMS-NV-1_2016	2016-03-25
CIIMS-NV-5_2016	2016-03-31
CIIMS-PH-3_2016	2016-02-28
CIT21_2015	2015-03-01
CIT31_2015	2015-03-01
CIT43_2015	2015-03-01
CNGB1076_2006	2006
CNGB1120_2006	2006
CNGB290_1996	1996
Ether-VerA_Unknown	2014-05-20
Ether-VerB_Unknown	2014-05-20
F10-05-2_2005	2005
F10-06-16_2006	2006
F1-06B10_2006	2006
F15-06-7_2006	2006
F2-06-6_2006	2006
F3-02_2002	2002
F5-07-239A_2007	2007
F6-05-6_2005	2005
F8-01-155_2001	2001
F9-05_2005	2005
Human-CT-US-1995_1995	1995
I-136_1959	1959
I-160_1961	1961
I-194_1965	1965
I-216_1970	1970
I-280_1983	1983
I-308_1986	1986
I-338_1993	1993
I-340_1995	1995
I-349_1999	1999
I-370_2010	2010
KIV-L_2014	2014
KSA-BM-07_2017	2017-03
KU-RCF-03_2014	2014
KU-RCF-31_2014	2014
KU-RCF-64_2014	2014
KU-RCF-84_2014	2014
KU-RCF-96_2014	2014
LMN17_2018	2018-02-02
LMN18_2018	2018-02-02
LMN19_2018	2018-02-02
LMN20_2018	2018-02-02
M28-12_Unknown	?
M28_Unknown	1955
MY1483-09_2009	2009
NCTC10508_1963	1963
NCTC10509_1961	1961
NCTC8223_1900or1951	1925
NCTC8334_1900or1951	1925
NI_2007	2007
NIPH-Bru11_2010	2010
NIPH-Bru1_2005	2005
NIPH-Bru13_2010	2010
NIPH-Bru20_2011	2011
NIPH-Bru2_2006	2006
NIPH-Bru24_2012	2012
NIPH-Bru37_2013	2013
NIPH-Bru40_2014	2014
NIPH-Bru41_2014	2014
NIPH-Bru4_2006	2006
NIPH-Bru43_2015	2015
NIPH-Bru44_2015	2015
NIPH-Bru45_2016	2016
NIPH-Bru46_2016	2016
NIPH-Bru47_2016	2016
NIPH-Bru48_2016	2016
NIPH-Bru5_1999	1999
NIPH-Bru6_1999	1999
NIPH-Bru7_2002	2002
NIPH-Bru8_2003	2003
NIPH-Bru9_2003	2003
Phil1136-12_2012	2012
Phil1136_2012	2012
QH61_2015	2015-04-11
QY1_2015	2015-04-29
R3-07-2_2007	2007
Sep-63_Unknown	?	
SKN25_2015	2015-12-21
UBA11147_Unknown	?
UBA11435_Unknown	?
UBA8483_Unknown	?
UBA8756_Unknown	?
UK14-06_2006	2006
UK19-04_2005	2005
UK22-04_2004	2004
UK22-06_2006	2006
UK23-06_2006	2006
Uk24-06_2006	2006
UK29-05_2005	2005
UK3-06_2006	2006
UK31-99_1999	1999
UK37-05_2005	2005
VRI4799-15_2015	2015-05-12
VRI6530-11_2011	2011-05-25
VRI-6856-11_2011	2011-06-01
VRI6856-11_2011	2011-06-01
Brancorsini	1394-08-14
Reference	1960-11
Nodule1_S1	1375
